Call ID,Emp. Id's,SD Call Sub Type,ACHT,Mobile Number
72993297,CE0421937466,Outbound and email- Connected,1167,9123457951
73000910,CE0421937466,Outbound and email- Connected,1168,9123457952
72966584,AE022133479,Outbound and email- Connected,1169,9123457953
72983907,CE1020935331,Outbound and email- Connected,1178,9123457962
72422469,AE062135292,Outbound and email- Connected,1184,9123457968
73043795,CE0621938061,Outbound and email- Connected,1213,9123457997
73025520,AE062028443,Outbound and email- Connected,1215,9123457999
72742721,CE1020935331,Outbound and email- Connected,1221,9123458005
72927332,AE042134725,Outbound and email- Connected,1234,9123458018
72864662,CE0421937466,Outbound and email- Connected,1236,9123458020
72988287,CE0421937466,Outbound and email- Connected,1250,9123458034
72370294,CE0621938062,Outbound and email- Connected,1259,9123458043
72986668,CE0421937466,Outbound and email- Connected,1282,9123458066
72977909,CE0421937466,Outbound and email- Connected,1284,9123458068
73029103,CE0621938061,Outbound and email- Connected,1290,9123458074
73045831,AE062135292,Outbound and email- Connected,1293,9123458077
73032684,CE1020935331,Outbound and email- Connected,1304,9123458088
72925067,CE0421937464,Outbound and email- Connected,1306,9123458090
72867504,CE0121935818,Outbound and email- Connected,1311,9123458095
72952831,AE042134725,Outbound and email- Connected,1317,9123458101
72894205,AE022133479,Outbound and email- Connected,1327,9123458111
73034637,CE0621938064,Outbound and email- Connected,1328,9123458112
72729835,CE0421937466,Outbound and email- Connected,1345,9123458129
72797409,AE022133481,Outbound and email- Connected,1367,9123458151
72784052,AE022133481,Outbound and email- Connected,1370,9123458154
72795021,AE051919290,Outbound and email- Connected,1379,9123458163
72918778,AE062028502,Outbound and email- Connected,1380,9123458164
72898421,CE0121935819,Outbound and email- Connected,1381,9123458165
72931726,AE042134725,Outbound and email- Connected,1393,9123458177
72967274,CE0121935819,Outbound and email- Connected,1412,9123458196
72876581,AE022133479,Outbound and email- Connected,1437,9123458221
72975989,AE062028502,Outbound and email- Connected,1442,9123458226
73032797,AE102032232,Outbound and email- Connected,1443,9123458227
72918204,AE022133481,Outbound and email- Connected,1444,9123458228
73034924,CE0421937464,Outbound and email- Connected,1447,9123458231
73031052,AE062028443,Outbound and email- Connected,1448,9123458232
72897002,AE022133481,Outbound and email- Connected,1452,9123458236
71326929,AE051919290,Outbound and email- Connected,1455,9123458239
72626431,CE0421937466,Outbound and email- Connected,1464,9123458248
73056076,CE0621938059,Outbound and email- Connected,1472,9123458256
73056153,CE0621938059,Outbound and email- Connected,1473,9123458257
72837856,CE0121935819,Outbound and email- Connected,1488,9123458272
73011136,CE0421937466,Outbound and email- Connected,1499,9123458283
72913073,AE022133482,Outbound and email- Connected,1503,9123458287
72833035,AE022133481,Outbound and email- Connected,1512,9123458296
73032472,CE1020935331,Outbound and email- Connected,1515,9123458299
72974660,AE042134725,Outbound and email- Connected,1555,9123458339
73031707,AE102032232,Outbound and email- Connected,1561,9123458345
73041061,CE0621938061,Outbound and email- Connected,1588,9123458372
72809482,AE042134725,Outbound and email- Connected,1589,9123458373
73006106,AE022133481,Outbound and email- Connected,1592,9123458376
73034269,AE062135306,Outbound and email- Connected,1603,9123458387
73035068,CE0421937466,Outbound and email- Connected,1604,9123458388
72776756,CE1020935331,Outbound and email- Connected,1615,9123458399
73002800,AE022133482,Outbound and email- Connected,1643,9123458427
73052073,AE062135292,Outbound and email- Connected,1648,9123458432
72964402,AE062028443,Outbound and email- Connected,1665,9123458449
73057943,CE0421937416,Outbound and email- Connected,1687,9123458471
71963571,AE062028502,Outbound and email- Connected,1697,9123458481
72853936,CE0421937466,Outbound and email- Connected,1719,9123458503
73010352,CE0421937466,Outbound and email- Connected,1783,9123458567
73046160,AE062135292,Outbound and email- Connected,1803,9123458587
72956013,AE051919290,Outbound and email- Connected,1806,9123458590
72832535,CE0121935819,Outbound and email- Connected,1815,9123458599
73020880,CE0421937416,Outbound and email- Connected,1819,9123458603
72520705,AE071921619,Outbound and email- Connected,1850,9123458634
72746355,AE102032232,Outbound and email- Connected,1862,9123458646
72201248,CE0621938062,Outbound and email- Connected,1886,9123458670
72870040,CE0421937466,Outbound and email- Connected,1894,9123458678
73054247,CE0621938044,Outbound and email- Connected,1928,9123458712
73056084,CE0621938059,Outbound and email- Connected,1937,9123458721
72987670,AE022133482,Outbound and email- Connected,1938,9123458722
73043507,CE0621938043,Outbound and email- Connected,1960,9123458744
72915827,AE022133482,Outbound and email- Connected,2027,9123458811
73001450,AE051919290,Outbound and email- Connected,2028,9123458812
73055939,CE0621938059,Outbound and email- Connected,2039,9123458823
72988803,AE102032232,Outbound and email- Connected,2055,9123458839
72920269,AE062028502,Outbound and email- Connected,2057,9123458841
73051398,AE062135292,Outbound and email- Connected,2058,9123458842
72608130,AE062028443,Outbound and email- Connected,2062,9123458846
72609619,CE0121935819,Outbound and email- Connected,2066,9123458850
73029127,AE051919290,Outbound and email- Connected,2069,9123458853
73039698,AE022133482,Outbound and email- Connected,2084,9123458868
72955050,AE022133482,Outbound and email- Connected,2085,9123458869
72935518,AE022133482,Outbound and email- Connected,2108,9123458892
72935854,AE071921617,Outbound and email- Connected,2111,9123458895
73058549,CE0621938043,Outbound and email- Connected,2118,9123458902
72832370,AE042134725,Outbound and email- Connected,2125,9123458909
73034664,CE0421937464,Outbound and email- Connected,2126,9123458910
72777284,AE022133481,Outbound and email- Connected,2127,9123458911
72944235,AE022133479,Outbound and email- Connected,2130,9123458914
72855850,AE062028443,Outbound and email- Connected,2136,9123458920
73021773,AE062135306,Outbound and email- Connected,2149,9123458933
72602244,CE0421937466,Outbound and email- Connected,2265,9123459049
72944306,CE0421937466,Outbound and email- Connected,2287,9123459071
72781618,AE071921619,Outbound and email- Connected,2290,9123459074
73029461,CE0621938064,Outbound and email- Connected,2297,9123459081
73020334,CE1020935331,Outbound and email- Connected,2311,9123459095
72927138,CE0421937466,Outbound and email- Connected,2329,9123459113
72418137,AE071921617,Outbound and email- Connected,2356,9123459140
72793192,AE071921619,Outbound and email- Connected,2362,9123459146
73015850,AE062028443,Outbound and email- Connected,2383,9123459167
72938120,AE022133479,Outbound and email- Connected,2384,9123459168
72993548,CE0621938064,Outbound and email- Connected,2389,9123459173
72989152,AE062028502,Outbound and email- Connected,2404,9123459188
72862108,AE062028502,Outbound and email- Connected,2421,9123459205
73003385,CE0421937466,Outbound and email- Connected,2428,9123459212
72934802,CE0621938064,Outbound and email- Connected,2435,9123459219
73018494,CE0421937466,Outbound and email- Connected,2440,9123459224
72956310,AE042134725,Outbound and email- Connected,2441,9123459225
73030142,AE062028443,Outbound and email- Connected,2455,9123459239
72768327,AE062028502,Outbound and email- Connected,2460,9123459244
73020234,AE022133481,Outbound and email- Connected,2480,9123459264
72965644,CE0421937466,Outbound and email- Connected,2481,9123459265
73018895,AE071921617,Outbound and email- Connected,2489,9123459273
73005032,AE071921619,Outbound and email- Connected,2492,9123459276
72960881,CE0421937466,Outbound and email- Connected,2494,9123459278
72713845,CE0621938061,Outbound and email- Connected,2497,9123459281
72606017,AE051919290,Outbound and email- Connected,2500,9123459284
72765586,CE0421937466,Outbound and email- Connected,2514,9123459298
73017085,CE0421937466,Outbound and email- Connected,2519,9123459303
72793188,AE071921619,Outbound and email- Connected,2524,9123459308
72982816,AE022133481,Outbound and email- Connected,2531,9123459315
72951120,AE042134725,Outbound and email- Connected,2544,9123459328
72874682,CE0421937464,Outbound and email- Connected,2548,9123459332
73023115,AE102032232,Outbound and email- Connected,2550,9123459334
73006327,AE062028443,Outbound and email- Connected,2552,9123459336
72843908,CE0421937464,Outbound and email- Connected,2560,9123459344
73025935,CE0621938059,Outbound and email- Connected,2565,9123459349
72874746,CE0421937464,Outbound and email- Connected,2568,9123459352
72978533,AE042134725,Outbound and email- Connected,2575,9123459359
72260079,AE051919290,Outbound and email- Connected,2577,9123459361
73001599,CE0621938062,Outbound and email- Connected,2586,9123459370
72936862,CE0421937466,Outbound and email- Connected,2610,9123459394
72975136,AE022133481,Outbound and email- Connected,2611,9123459395
72988006,CE0621938061,Outbound and email- Connected,2661,9123459445
72796377,AE042134725,Outbound and email- Connected,2671,9123459455
72893122,CE0121935818,Outbound and email- Connected,2678,9123459462
72499536,CE0621938064,Outbound and email- Connected,2685,9123459469
72671246,AE071921617,Outbound and email- Connected,2689,9123459473
72813240,CE0421937466,Outbound and email- Connected,2692,9123459476
73018897,AE062028443,Outbound and email- Connected,2710,9123459494
72973115,AE022133481,Outbound and email- Connected,2732,9123459516
72784158,AE062028443,Outbound and email- Connected,2738,9123459522
72890368,AE062028443,Outbound and email- Connected,2753,9123459537
72872535,CE0121935818,Outbound and email- Connected,2766,9123459550
72992428,CE0121935819,Outbound and email- Connected,2772,9123459556
72966464,AE022133479,Outbound and email- Connected,2791,9123459575
72653940,AE042134725,Outbound and email- Connected,2794,9123459578
